section,type,source_id,target_id,description
107,may_issue,Authority,direction_prohibiting_publication,The Authority may issue directions to prohibit or restrict the publication of evidence or documents related to the hearings or reviews of draft measures.
107,is_not,direction_prohibiting_publication,legislative_instrument,A direction under subsection (3) is not a legislative instrument.
108,may_not_perform_action,Authority,section_22,The Authority may decide not to perform actions required under section 22 to avoid duplication of work.
108,may_not_perform_action,Authority,section_55,The Authority may decide not to perform actions required under section 55 to avoid duplication of work.
108,requires_public_notice,Authority,section_28,The Authority must give public notice of its decision if it relates to an application under section 28.
108,requires_public_notice,Authority,section_51,The Authority must give public notice of its decision if it relates to an application under section 51.
108,requires_public_notice,Authority,section_58,The Authority must give public notice of its decision if it relates to a proposal under section 58.
108,requires_public_notice,Authority,section_75,The Authority must give public notice of its decision if it relates to a proposal under section 75.
108,requires_notice_to_applicant,Authority,section_22,The Authority must give notice of its decision to the applicant if public notice has not been given under section 28 or 51.
108,identifies_agency,Authority,government_agency,The public notice must identify the government agency that has done the work or gone through the process.
109,request_review,Forum_on_Food_Regulation,Authority,The Forum on Food Regulation can request the Authority to review a standard.
109,must_review,Authority,standard,The Authority must review the standard when requested by the Forum on Food Regulation.
109,give_directions,Forum_on_Food_Regulation,Authority,The Forum on Food Regulation may give directions to the Authority in relation to the conduct of a review.
109,complete_review,Authority,standard,The Authority must complete the review of a standard within 3 months or a longer period if allowed by the Forum.
109,notify_result,Authority,Forum_on_Food_Regulation,"After completing a review, the Authority must notify the Forum on Food Regulation of the result."
109,prepare_proposal,Authority,food_regulatory_measure,The Authority may prepare a proposal for the development of a new food regulatory measure in substitution for the one reviewed.
109,equivalent_to,proposal_under_section_55,food_regulatory_measure,A proposal prepared by the Authority after a review is treated as if it were a proposal under section 55.
110,duty_not_to_disclose,Board_member,Confidential_commercial_information,Board members have a duty not to disclose confidential commercial information.
110,duty_not_to_disclose,Authority_staff_member,Confidential_commercial_information,Staff members of the Authority have a duty not to disclose confidential commercial information.
110,duty_not_to_disclose,Committee_member,Confidential_commercial_information,Committee members have a duty not to disclose confidential commercial information.
110,duty_not_to_disclose,Consultant,Confidential_commercial_information,Consultants engaged under section 136 have a duty not to disclose confidential commercial information.
110,permission_to_disclose,Chief_Executive_Officer,Confidential_commercial_information,The Chief Executive Officer may disclose confidential commercial information under certain conditions.
110,authorization_to_disclose,Minister,Confidential_commercial_information,The Minister can certify the necessity in the public interest for the disclosure of confidential information.
110,obligated_by_duty,Prescribed_authority_or_person,Confidential_commercial_information,"Prescribed authorities or persons are subject to the same obligations as Board members, staff, committee members, and consultants regarding the non-disclosure of confidential information."
110,permitted_disclosure,Agency_Head,Confidential_commercial_information,Agency Heads may be permitted to have confidential commercial information disclosed to them.
110,permitted_disclosure,Commonwealth_authority_Chief_Officer,Confidential_commercial_information,Chief Officers of Commonwealth authorities may be permitted to have confidential commercial information disclosed to them.
110,permitted_disclosure,State_or_Territory_Department_Secretary,Confidential_commercial_information,Secretaries of Departments of the Public Service of a State or Territory may be permitted to have confidential commercial information disclosed to them.
110,permitted_disclosure,State_or_Territory_authority_Chief_Officer,Confidential_commercial_information,Chief Officers of State or Territory authorities may be permitted to have confidential commercial information disclosed to them.
110,permitted_disclosure,New_Zealand_Department_chief_executive,Confidential_commercial_information,Chief executives of Departments of State of New Zealand may be permitted to have confidential commercial information disclosed to them.
110,permitted_disclosure,New_Zealand_authority_Chief_Officer,Confidential_commercial_information,Chief Officers of New Zealand authorities may be permitted to have confidential commercial information disclosed to them.
110,permitted_disclosure,Other_authority_or_body_Chief_Officer,Confidential_commercial_information,Chief Officers of other authorities or bodies may be permitted to have confidential commercial information disclosed to them.
110,disclosure_to_court,Confidential_commercial_information,Court,Confidential commercial information can be disclosed to a court in any proceeding.
111,conducts_affairs,Board_of_Food_Standards_Australia_New_Zealand,Authority,The Board of Food Standards Australia New Zealand conducts the affairs of the Authority.
111,acts_on_behalf,Board_of_Food_Standards_Australia_New_Zealand,Authority,"All acts and things done in the name of, or on behalf of, the Authority by the Board or with the authority of the Board are taken to have been done by the Authority."
111,includes_state_of_mind,Board_of_Food_Standards_Australia_New_Zealand,Authority,A reference to a thing done by the Board includes a reference to a state of mind attained or an opinion formed.
112,member_of,Chairperson,Board,The Chairperson is a part-time member of the Board.
112,member_of,Chief_Executive_Officer,Board,The Chief Executive Officer is automatically a member of the Board.
112,nominates,New_Zealand_lead_Minister,Board,The New Zealand lead Minister nominates members to the Board.
112,nominates,Consumer_organisations,Board,Consumer organisations nominate a member to the Board.
112,nominates,CEO_of_NHMRC,Board,The CEO of the National Health and Medical Research Council nominates a member to the Board.
112,nominates,Science_and_Public_Health_Organisations,Board,Organisations related to science and public health nominate members to the Board.
112,nominates,Food_Industry_Organisations,Board,Organisations related to the food industry nominate members to the Board.
112,appoints,Minister,Board,The Minister appoints members to the Board.
112,agrees_to_appointment,Forum_on_Food_Regulation,Board,The Forum on Food Regulation must agree to the appointment of certain members of the Board.
113,appointment,Minister,member,The Minister appoints members and specifies the effective day of their appointment.
113,term_limit,member,Minister,"Members hold office for a period specified by the Minister, not exceeding 4 years, and are eligible for reappointment for a second term."
113,eligibility,Chairperson,Minister,The Minister must not appoint a person as the Chairperson if they were employed by or had a pecuniary interest in a relevant food production or manufacture body corporate within the last 2 years.
113,publication,Authority,member,The Authority publishes notices in the Gazette when subsection (5) begins or ceases to apply to a member.
114,establish_committee,Board,Committee,The Board may establish committees to assist in carrying out its functions.
114,abolish_committee,Board,Committee,The Board may abolish committees.
114,committee_recommendation,Committee,Authority,Committees make recommendations on applications or proposals for a high level health claims variation to the Authority.
114,direction_by_forum,Forum_on_Food_Regulation,Authority,The Authority must comply with any directions given by the Forum on Food Regulation.
114,inform_forum,Board,Forum_on_Food_Regulation,The Board must keep the Forum on Food Regulation informed of the establishment or abolition of a committee and any directions given to a committee.
115,entitled_to,Board_members,Remuneration_Tribunal,Board members are entitled to remuneration as determined by the Remuneration Tribunal or as prescribed if no determination is in force.
115,entitled_to,Committee_members,Remuneration_Tribunal,Committee members are entitled to remuneration as determined by the Remuneration Tribunal or as prescribed if no determination is in force.
115,subject_to,Board_members,Remuneration_Tribunal_Act_1973,The remuneration and allowances of Board members are subject to the Remuneration Tribunal Act 1973.
115,subject_to,Committee_members,Remuneration_Tribunal_Act_1973,The remuneration and allowances of committee members are subject to the Remuneration Tribunal Act 1973.
115,not_entitled_to,Board_members,Remuneration_Tribunal,"Board members are not entitled to remuneration under this Act if they are in full-time service or employment of the Commonwealth, a State, a Territory or New Zealand."
115,not_entitled_to,Committee_members,Remuneration_Tribunal,"Committee members are not entitled to remuneration under this Act if they are in full-time service or employment of the Commonwealth, a State, a Territory or New Zealand."
116,grant_leave_of_absence,Minister,Chairperson,The Minister may grant leave of absence to the Chairperson with terms and conditions determined by the Minister.
116,grant_leave_of_absence,Chairperson,Member,The Chairperson may grant leave of absence to any other member with terms and conditions determined by the Chairperson.
117,appointment_authority,Minister,Chairperson,The Minister has the authority to appoint an acting Chairperson.
117,appointment_authority,Minister,Member,The Minister has the authority to appoint an acting member.
117,reference,FOOD STANDARDS AUSTRALIA NEW ZEALAND ACT 1991 - SECT 121,Acts Interpretation Act 1901,The FOOD STANDARDS AUSTRALIA NEW ZEALAND ACT 1991 - SECT 121 references the Acts Interpretation Act 1901 for rules that apply to acting appointments.
118,convene_meeting,Chairperson,Board,The Chairperson may convene a Board meeting at any time and must do so upon request by Board members.
118,preside_meeting,Chairperson,Board,The Chairperson presides at all Board meetings when present.
118,appoint_presiding_member,Board_members,Board,"If the Chairperson is not present at a meeting, the Board members present must appoint one of their number to preside."
118,quorum,Board_members,Board,A majority of the Board members constitute a quorum for the Board.
118,voting,Board_members,Board,Questions at a Board meeting are determined by a majority of votes of the members present and voting.
118,voting_rights,Chairperson,Board,"The person presiding at a Board meeting has a deliberative vote and, if necessary, also a casting vote."
119,regulation,Board,meeting_participation_methods,The Board is authorized to permit members to participate in meetings using various communication methods.
119,equivalence,meeting_participation_methods,Board,Members participating in meetings through the specified communication methods are regarded as being present at the meeting.
120,agreement_method,Board,subsection_122(5),The Board can pass a resolution without a formal meeting if a majority of members indicate agreement with the resolution in a method determined by the Board and that majority would constitute a quorum as per subsection 122(5).
121,disclosure_of_interest,Board_member,Minister,A Board member must disclose any material personal interest to the Minister.
121,legal_requirement,Board,Public_Governance_Performance_and_Accountability_Act_2013,"The Board's requirement to establish a system for the declaration and registration of interests is in addition to the requirements of the Public Governance, Performance and Accountability Act 2013."
121,publication_requirement,Board,Authority_website,The Board must publish the register of members' interests on the Authority's website.
122,resignation,member,Minister,A member may resign by delivering a written instrument of resignation to the Minister
123,can_terminate_appointment_for,Minister,member,The Minister can terminate the appointment of a Board Member for misbehaviour or physical or mental incapacity.
123,can_terminate_appointment_for,Minister,Chairperson,The Minister can terminate the appointment of the Chairperson for engaging in paid employment without approval or being absent without leave.
123,reference,FOOD STANDARDS AUSTRALIA NEW ZEALAND ACT 1991 - SECT 127,"Public Governance, Performance and Accountability Act 2013 - SECT 30","Section 127 of the Act references Section 30 of the Public Governance, Performance and Accountability Act 2013 for additional grounds for termination."
124,appointment,Board,Chief_Executive_Officer_of_the_Authority,The Board appoints the Chief Executive Officer of the Authority.
124,employment_restriction,Chief_Executive_Officer_of_the_Authority,body_corporate_involved_in_food_production_or_manufacture,The Chief Executive Officer of the Authority must not have been employed by a body corporate involved in food production or manufacture within 2 years before the appointment.
124,pecuniary_interest_restriction,Chief_Executive_Officer_of_the_Authority,body_corporate_involved_in_food_production_or_manufacture,The Chief Executive Officer of the Authority must not have a pecuniary interest in a body corporate involved in food production or manufacture.
125,responsible_for,Chief_Executive_Officer,Authority,The Chief Executive Officer is responsible for the administration and operations of the Authority.
125,act_in_accordance_with,Chief_Executive_Officer,Board,The Chief Executive Officer must act in accordance with the policies and directions given by the Board.
125,not_authorised_to_act,Chief_Executive_Officer,Authority,The Chief Executive Officer is not authorised to act on behalf of the Authority under specific subsections and paragraphs of the Act.
126,delegation,Chief_Executive_Officer,Authority_staff_member,The Chief Executive Officer may delegate all or any of the functions or powers to a member of the staff of the Authority.
127,determines_remuneration,Remuneration_Tribunal,Chief_Executive_Officer,The Remuneration Tribunal determines the remuneration of the Chief Executive Officer when its determination is in operation.
127,determines_remuneration,Board,Chief_Executive_Officer,The Board determines the remuneration of the Chief Executive Officer when no determination by the Remuneration Tribunal is in operation.
127,determines_allowances,Board,Chief_Executive_Officer,The Board determines the allowances of the Chief Executive Officer.
127,subject_to,Chief_Executive_Officer,Remuneration_Tribunal_Act_1973,The remuneration and allowances of the Chief Executive Officer are subject to the Remuneration Tribunal Act 1973.
128,submission_of_resignation,Chief_Executive_Officer,Board,The Chief Executive Officer submits a written resignation to the Board to resign.
129,authority,Board,Chief_Executive_Officer,The Board has the authority to determine the terms and conditions of the Chief Executive Officer's office.
130,appointment_authority,Board,Acting_Chief_Executive_Officer,The Board has the authority to appoint an Acting Chief Executive Officer.
130,acting_role,Acting_Chief_Executive_Officer,Chief_Executive_Officer,The Acting Chief Executive Officer fulfills the role of the Chief Executive Officer when necessary.
130,reference,FOOD STANDARDS AUSTRALIA NEW ZEALAND ACT 1991 - SECT 134,Acts_Interpretation_Act_1901,Section 134 of the Food Standards Australia New Zealand Act 1991 refers to the Acts Interpretation Act 1901 for rules on acting appointments.
131,employment,Authority,APS_employees,The staff of the Authority are persons engaged under the Public Service Act 1999.
131,constitution,Chief_Executive_Officer_of_Authority,Statutory_Agency,The Chief Executive Officer and the APS employees assisting the Chief Executive Officer together constitute a Statutory Agency.
131,leadership,Chief_Executive_Officer_of_Authority,Statutory_Agency,The Chief Executive Officer is the Head of the Statutory Agency.
132,employer,Authority,Chief_Executive_Officer,The Authority is the employer of the Chief Executive Officer.
132,authority_to_engage,Chief_Executive_Officer,Consultants,The Chief Executive Officer has the authority to engage consultants on behalf of the Authority.
132,determines_terms,Chief_Executive_Officer,Consultants,The Chief Executive Officer determines the terms and conditions of engagement for consultants.
133,arrangement,Authority,Agency_Head,The Authority may make arrangements with an Agency Head for services or advice.
133,arrangement,Authority,Commonwealth_authority_Chief_Officer,The Authority may make arrangements with the Chief Officer of any Commonwealth authority for services or advice.
133,arrangement,Authority,State_Territory_Department_Secretary,The Authority may make arrangements with the Secretary of a Department of the Public Service of a State or Territory for services or advice.
133,arrangement,Authority,State_Territory_authority_Chief_Officer,The Authority may make arrangements with the Chief Officer of a State or Territory authority for services or advice.
133,arrangement,Authority,New_Zealand_Department_chief_executive,The Authority may make arrangements with the chief executive of a Department of State of New Zealand for services or advice.
133,arrangement,Authority,New_Zealand_authority_Chief_Officer,The Authority may make arrangements with the Chief Officer of a New Zealand authority for services or advice.
133,arrangement,Authority,Other_authority_Chief_Officer,The Authority may make arrangements with the Chief Officer of any other authority or body for services or advice.
134,appropriates_funds,Parliament,Authority,Parliament appropriates funds for the purposes of the Authority.
134,gives_directions,Finance_Minister,Authority,The Finance Minister gives directions on the amounts and times at which money is to be paid to the Authority.
135,funding_source,section_138,Authority,Section 138 is a source of money for the Authority.
135,funding_source,section_145,Authority,Section 145 is a source of money for the Authority.
135,funding_source,section_146,Authority,Section 146 is a source of money for the Authority.
135,funding_source,section_147,Authority,Section 147 is a source of money for the Authority.
135,financial_management,Authority,section_59_Public_Governance_Performance_and_Accountability_Act_2013,"The Authority is permitted to invest money under Section 59 of the Public Governance, Performance and Accountability Act 2013."
136,exemption,Authority,Commonwealth,The Authority is not subject to taxation under any law of the Commonwealth
136,exemption,Authority,State,The Authority is not subject to taxation under any law of a State
136,exemption,Authority,Territory,The Authority is not subject to taxation under any law of a Territory
137,receive_trust_money,Authority,Trust_money,The Authority may receive trust money for application towards a particular purpose consistent with its functions.
137,manage_trust_money,Authority,Trust_money,The Authority must pay trust money into an account containing only trust money and must apply or deal with it only in accordance with its powers and duties as trustee.
137,invest_trust_money,Authority,Trust_money,The Authority may invest trust money in any manner authorised by the terms of the trust or in any manner in which trust money may be lawfully invested.
138,ownership,Authority,Commonwealth,Documents and samples given to the Authority become the property of the Commonwealth.
138,authority,Authority,documents and samples,"The Authority has the discretion to deal with or dispose of documents and samples that become Commonwealth property, subject to section 114."
138,legal_protection,Commonwealth,defamation_protection,"No action or proceeding for defamation lies against the Commonwealth, a member of the Board, or a person assisting the Authority, in relation to the publication or public inspection of a document that has become the property of the Commonwealth."
139,reviewable_by,decision,Administrative Appeals Tribunal,Decisions made by the Authority under the FOOD STANDARDS AUSTRALIA NEW ZEALAND ACT 1991 can be reviewed by the Administrative Appeals Tribunal.
139,defined_by,decision,Administrative Appeals Tribunal Act 1975,The term 'decision' as used in the context of the FOOD STANDARDS AUSTRALIA NEW ZEALAND ACT 1991 - SECT 143 is defined by the Administrative Appeals Tribunal Act 1975.
139,applies_to,Administrative Appeals Tribunal Act 1975,Administrative Appeals Tribunal,The Administrative Appeals Tribunal Act 1975 applies to the Administrative Appeals Tribunal in the context of reviewing decisions under the FOOD STANDARDS AUSTRALIA NEW ZEALAND ACT 1991.
140,may_apply_for_review,applicant,Administrative Appeals Tribunal,The applicant may apply to the Administrative Appeals Tribunal for review of the decision if it is a decision of a kind referred to in paragraph 143(1)(a).
140,may_apply_for_review,person_affected_by_decision,Administrative Appeals Tribunal,A person whose interests are affected by the decision may apply to the Administrative Appeals Tribunal for review of the decision if it is a decision of the kind referred to in paragraph 143(1)(b).
140,may_request_statement,person_affected_by_decision,Administrative Appeals Tribunal Act 1975,"The person affected by the decision may make an application in accordance with section 28 of the Administrative Appeals Tribunal Act 1975 for a statement setting out the findings of material questions of fact, evidence or other materials on which those findings were based, and giving the reasons for the decision."
140,decision_validity_not_affected,Administrative Appeals Tribunal,decision,Any failure to comply with the requirement of including a statement in the notice does not affect the validity of the decision.
141,agreement,Authority,New Zealand lead Minister on the Forum on Food Regulation,The Authority may charge fees for services provided to New Zealand as agreed with the New Zealand lead Minister on the Forum on Food Regulation.
142,is_governed_by,Authority,regulations,The Authority's ability to fix charges is governed by the regulations.
142,has_obligation,regulations,charge,The regulations may fix charges for services and facilities provided by the Authority.
142,exemption,New Zealand,charge,New Zealand is exempt from being specified as an entity responsible for paying charges under the regulations.
142,is_related_to,three_year_plan,application_to_develop_or_vary_a_standard,The consideration of applications for developing or varying a standard must not displace the three year plan.
142,has_condition,application_to_develop_or_vary_a_standard,charge,A charge may be fixed for an application to develop or vary a standard under certain conditions.
143,liable_to_pay_penalty,charge_under_section_146,Authority,The body or person with an unpaid charge under section 146 is liable to pay a late payment penalty to the Authority.
143,specifies,regulations,late_payment_penalty_rate,"The regulations may specify a late payment penalty rate, which is 20% per year or a lower percentage if determined by the regulations."
143,recoverable_as_debt,Authority,late_payment_penalty_rate,The Authority may recover the late payment penalty as a debt due to it.
144,provision_for_discount,sect_148,sect_146,Section 148 provides the possibility of regulations for discounts on the charge mentioned in section 146.
145,provision_for_refund,regulations,subsection_24_2,Regulations provide the method for working out refunds of charge as per subsection 24(2).
145,provision_for_remission_or_refund,regulations,section_146,Regulations provide for the remission or refund of charge under section 146.
145,provision_for_remission,regulations,section_147,Regulations provide for the remission of late payment penalty under section 147.
145,confers_power,regulations,Authority,Regulations may confer powers on the Authority for the purposes of subsections (1) or (2).
146,delegation_of_power,Board,senior_member_of_the_staff_of_the_Authority,"The Board may delegate its powers to a senior member of the staff of the Authority, with certain exceptions."
146,exception_to_delegation,Board,null,The Board cannot delegate its powers to act on behalf of the Authority under specific subsections and paragraphs of the Act.
146,revocation_of_delegation,Board,null,A delegation of power may be revoked by resolution of the Board.
146,continuity_of_delegation,Board,null,A delegation of power continues in force notwithstanding a change in the membership of the Board.
146,evidence_of_delegation,Chairperson_of_the_Board,null,A certificate signed by the Chairperson stating any matter with respect to a delegation of power is prima facie evidence of that matter.
146,direction_to_delegate,Board,senior_member_of_the_staff_of_the_Authority,A delegate is subject to any directions given by the Board in the exercise of a delegated power.
147,exempt_from,Commonwealth,civil_or_criminal_proceedings,The Commonwealth is exempt from civil or criminal proceedings related to loss or injury from food consumption or dealing.
147,exempt_from,Board_member,civil_or_criminal_proceedings,A member of the Board is exempt from civil or criminal proceedings related to loss or injury from food consumption or dealing.
147,exempt_from,Person_assisting_the_Authority,civil_or_criminal_proceedings,A person assisting the Authority is exempt from civil or criminal proceedings related to loss or injury from food consumption or dealing.
147,exempt_from,Authority,civil_or_criminal_proceedings,"The Authority is exempt from civil or criminal proceedings related to actions taken or not taken under the Act, provided they act honestly and reasonably."
147,not_a_defence,Standard_compliance,civil_action,Compliance with a standard is not a defence in an action related to loss or injury from food consumption or dealing.
148,reports_to,FOOD STANDARDS AUSTRALIA NEW ZEALAND ACT 1991 - SECT 152,"Public Governance, Performance and Accountability Act 2013","The annual report under Section 152 of the Food Standards Australia New Zealand Act 1991 is prepared under Section 46 of the Public Governance, Performance and Accountability Act 2013."
148,includes,FOOD STANDARDS AUSTRALIA NEW ZEALAND ACT 1991 - SECT 152,section_22,The annual report includes the number of applications made under Section 22.
148,includes,FOOD STANDARDS AUSTRALIA NEW ZEALAND ACT 1991 - SECT 152,subsection_26(1),The annual report includes the number of applications accepted or rejected under Subsection 26(1).
148,includes,FOOD STANDARDS AUSTRALIA NEW ZEALAND ACT 1991 - SECT 152,subsection_24(1),The annual report includes the number of applications withdrawn under Subsection 24(1).
148,includes,FOOD STANDARDS AUSTRALIA NEW ZEALAND ACT 1991 - SECT 152,section_29,The annual report includes the number of applications not assessed under Section 29.
148,includes,FOOD STANDARDS AUSTRALIA NEW ZEALAND ACT 1991 - SECT 152,section_109,The annual report includes occasions where the consideration period under Section 109 elapsed without completion of the procedure.
148,includes,FOOD STANDARDS AUSTRALIA NEW ZEALAND ACT 1991 - SECT 152,section_95,The annual report includes the number of urgent applications declared under Section 95.
148,includes,FOOD STANDARDS AUSTRALIA NEW ZEALAND ACT 1991 - SECT 152,section_55,The annual report includes the number of proposals prepared under Section 55.
148,includes,FOOD STANDARDS AUSTRALIA NEW ZEALAND ACT 1991 - SECT 152,section_59,The annual report includes the number of proposals not assessed under Section 59.
148,includes,FOOD STANDARDS AUSTRALIA NEW ZEALAND ACT 1991 - SECT 152,section_101,The annual report includes occasions when no decision was made within the 12 month period referred to in Subsection 101(1).
148,includes,FOOD STANDARDS AUSTRALIA NEW ZEALAND ACT 1991 - SECT 152,section_146,The annual report includes the number of applications with charges payable under Section 146.
148,includes,FOOD STANDARDS AUSTRALIA NEW ZEALAND ACT 1991 - SECT 152,Administrative Appeals Tribunal,The annual report includes the number of applications made to the Administrative Appeals Tribunal for review of decisions of the Authority.
148,includes,FOOD STANDARDS AUSTRALIA NEW ZEALAND ACT 1991 - SECT 152,section_33,The annual report includes the number of draft standards and draft variations approved under Section 33.
148,includes,FOOD STANDARDS AUSTRALIA NEW ZEALAND ACT 1991 - SECT 152,section_82(6),The annual report includes the number of variations given to the Authority under Subsection 82(6).
148,requests_review,Forum on Food Regulation,FOOD STANDARDS AUSTRALIA NEW ZEALAND ACT 1991 - SECT 152,The Forum on Food Regulation requests reviews of draft standards or draft variations and can reject or amend standards or variations as reported in the annual report.
149,exemption,corporate_plan,Public_Governance_Performance_and_Accountability_Act_2013,"The corporate plan prepared by the members is exempt from subsection 35(3) of the Public Governance, Performance and Accountability Act 2013."
150,can_make,Governor-General,food_regulatory_measure,The Governor-General can make regulations related to food regulatory measures.
150,decides_on,Authority,food_regulatory_measure,"The Authority decides on accepting, rejecting, or proceeding with applications and proposals for food regulatory measures."
150,calls_for,Authority,public_submissions,The Authority calls for public submissions during the process of considering applications and proposals.
150,considers,Forum_on_Food_Regulation,food_regulatory_measure,The Forum on Food Regulation considers the standards or variations before they are published and come into effect.
150,revokes_or_varies,Authority,code_of_practice,The Authority has the power to revoke or vary codes of practice.
150,notifies,Authority,Forum_on_Food_Regulation,The Authority notifies the Forum on Food Regulation of the approval of draft standards or variations.
